filename_cn	wayback_url	mime	digest	size
工人物语5王者传奇.rar	https://web.archive.org/web/20150319202111/http://d1.hunlang.com/1/%E5%B7%A5%E4%BA%BA%E7%89%A9%E8%AF%AD5%E7%8E%8B%E8%80%85%E4%BC%A0%E5%A5%87.rar	application/octet-stream	JMBQYQEA6ZAEJ4D7FZODYNLAQQFHBT5O	218898167
工人物语5王者传奇.rar	https://web.archive.org/web/20160305013301/http://d1.hunlang.com/1/%e5%b7%a5%e4%ba%ba%e7%89%a9%e8%af%ad5%e7%8e%8b%e8%80%85%e4%bc%a0%e5%a5%87.rar	application/octet-stream	TKUM5WVSTYDSCKUOCOEGQ74DXXD7JAXU	132134169
樱花大战4：恋爱吧少女 中文版.rar	https://web.archive.org/web/20141125225116/http://d1.hunlang.com/1/%E6%A8%B1%E8%8A%B1%E5%A4%A7%E6%88%984%EF%BC%9A%E6%81%8B%E7%88%B1%E5%90%A7%E5%B0%91%E5%A5%B3%20%E4%B8%AD%E6%96%87%E7%89%88.rar	application/octet-stream	I73YRVYAETPOQSIWVHFSU27V7WYJY4T3	296478376
海猫鸣泣之时 黄金梦想曲.rar	https://web.archive.org/web/20141125121713/http://d1.hunlang.com/1/%E6%B5%B7%E7%8C%AB%E9%B8%A3%E6%B3%A3%E4%B9%8B%E6%97%B6%20%E9%BB%84%E9%87%91%E6%A2%A6%E6%83%B3%E6%9B%B2.rar	application/octet-stream	AV63MOAZ6XVQAJJBHWFR6IMO4TZX3MOM	10960466
秋之回忆4 从今以后 中文版.rar	https://web.archive.org/web/20160813022214/http://d1.hunlang.com/1/%E7%A7%8B%E4%B9%8B%E5%9B%9E%E5%BF%864%20%E4%BB%8E%E4%BB%8A%E4%BB%A5%E5%90%8E%20%E4%B8%AD%E6%96%87%E7%89%88.rar	application/octet-stream	WH6KLXZSJELIYVQIE26M3NIYJ4N35VDK	216754825
刺客信条 中文版.rar	https://web.archive.org/web/20141125105432/http://d1.hunlang.com/3/%E5%88%BA%E5%AE%A2%E4%BF%A1%E6%9D%A1%20%E4%B8%AD%E6%96%87%E7%89%88.rar	application/octet-stream	WI7CH37PKQ2MOL4EFD3G5744TIYU6NIG	1372445
暗黑破坏神2 完整版.rar	https://web.archive.org/web/20150406122334/http://d1.hunlang.com/4/%E6%9A%97%E9%BB%91%E7%A0%B4%E5%9D%8F%E7%A5%9E2%20%E5%AE%8C%E6%95%B4%E7%89%88.rar	application/octet-stream	RFHFKOJWEUO7PXL3B22LOAVD42NZGZEK	5752423
许愿.rar	https://web.archive.org/web/20141124082105/http://d1.hunlang.com/z2_9/%E8%AE%B8%E6%84%BF.rar	application/octet-stream	UUJA5TJAHAJY77TJRBD57ZXWZLLUJ7G4	14124530
鬼镇：地狱降临.rar	https://web.archive.org/web/20141125105340/http://d2.hunlang.com/2/%E9%AC%BC%E9%95%87%EF%BC%9A%E5%9C%B0%E7%8B%B1%E9%99%8D%E4%B8%B4.rar	application/octet-stream	IEBTHI553XFOABNGP2TIUXICEID4FS4I	3854942
恐龙快打.exe	https://web.archive.org/web/20141125080154/http://x7.hunlang.com/x1/%E6%81%90%E9%BE%99%E5%BF%AB%E6%89%93.exe	application/octet-stream	XOC4T4JLATQRBUN5A4JDIPUWASZW5MB2	8981888
三国志.exe	https://web.archive.org/web/20141126013121/http://x7.hunlang.com/x2/%E4%B8%89%E5%9B%BD%E5%BF%97.exe	application/octet-stream	AUC52M7NNCRP6K3OAEKZ34IPLT73OYWY	7639872
红灯中心.exe	https://web.archive.org/web/20141124201121/http://x7.hunlang.com/x3/%E7%BA%A2%E7%81%AF%E4%B8%AD%E5%BF%83.exe	application/octet-stream	XEGTTXRXM6NKGWMBXTGLS43XK5ZCLHXK	33729149
《拳皇》2005加强版游戏.exe	https://web.archive.org/web/20141125171515/http://x7.hunlang.com/xx1/%E3%80%8A%E6%8B%B3%E7%9A%87%E3%80%8B2005%E5%8A%A0%E5%BC%BA%E7%89%88%E6%B8%B8%E6%88%8F.exe	application/octet-stream	EZDZTMTIU5SC472ME3EADBRLALGTNZL3	45251659
三国战纪100115117119完美版（可以进洞，捡剑）.exe	https://web.archive.org/web/20141125164630/http://x7.hunlang.com/xx1/%E4%B8%89%E5%9B%BD%E6%88%98%E7%BA%AA100115117119%E5%AE%8C%E7%BE%8E%E7%89%88%EF%BC%88%E5%8F%AF%E4%BB%A5%E8%BF%9B%E6%B4%9E%EF%BC%8C%E6%8D%A1%E5%89%91%EF%BC%89.exe	application/octet-stream	GTZQWF2INRSHH2CJP2S6VV3IMU7ESUKE	37238201
三国战记乱世枭雄.exe	https://web.archive.org/web/20150406135125/http://x7.hunlang.com/xx1/%E4%B8%89%E5%9B%BD%E6%88%98%E8%AE%B0%E4%B9%B1%E4%B8%96%E6%9E%AD%E9%9B%84.exe	application/octet-stream	5LMAFJZHQXWTKSIA5OBKXRDH53OQPK73	40354043
三国战记四剑传说.exe	https://web.archive.org/web/20150406080939/http://x7.hunlang.com/xx1/%E4%B8%89%E5%9B%BD%E6%88%98%E8%AE%B0%E5%9B%9B%E5%89%91%E4%BC%A0%E8%AF%B4.exe	application/octet-stream	URHIP5QKJGMOYKDD46GPGEKR7VKDXDW4	45998
三国战记超级PLUS.exe	https://web.archive.org/web/20150510084732/http://x7.hunlang.com/xx1/%E4%B8%89%E5%9B%BD%E6%88%98%E8%AE%B0%E8%B6%85%E7%BA%A7PLUS.exe	application/octet-stream	ZBKP4HDEIR5ZVGQ3IYRMIPXPKYPM547E	39472075
三国战记超级plus.exe	https://web.archive.org/web/20160305081527/http://x7.hunlang.com/xx1/%e4%b8%89%e5%9b%bd%e6%88%98%e8%ae%b0%e8%b6%85%e7%ba%a7plus.exe	application/octet-stream	EQUAINOFO4T5JAL2GUEPYNQOD2EB5TPW	30581136
三国战记FBA超级整合版.exe	https://web.archive.org/web/20141125233153/http://x7.hunlang.com/xx1/%E4%B8%89%E5%9B%BD%E6%88%98%E8%AE%B0FBA%E8%B6%85%E7%BA%A7%E6%95%B4%E5%90%88%E7%89%88.exe	application/octet-stream	6BAQEJQQKX6UJ7VRQ2XKOL4ZJ4UVAEFP	78285555
拳皇2001隐藏人物版.exe	https://web.archive.org/web/20141125174627/http://x7.hunlang.com/xx1/%E6%8B%B3%E7%9A%872001%E9%9A%90%E8%97%8F%E4%BA%BA%E7%89%A9%E7%89%88.exe	application/octet-stream	7KAYB5XMSF5OPQLWI77TJWKFF46JGIFV	83164090
拳皇97风云再起.exe	https://web.archive.org/web/20141125183101/http://x7.hunlang.com/xx1/%E6%8B%B3%E7%9A%8797%E9%A3%8E%E4%BA%91%E5%86%8D%E8%B5%B7.exe	application/octet-stream	D76FQI4E5GSOB4DIUWACRVFXPKJAECAP	33004398
太鼓达人.exe	https://web.archive.org/web/20141124155442/http://x7.hunlang.com/xx2/%E5%A4%AA%E9%BC%93%E8%BE%BE%E4%BA%BA.exe	application/octet-stream	JEUOX3G3PIL45T2IQZ2RMZE2CDQXDMIX	30052457
抢滩登陆2012.exe	https://web.archive.org/web/20180122111848/http://x7.hunlang.com/xx2/%E6%8A%A2%E6%BB%A9%E7%99%BB%E9%99%862012.exe	application/octet-stream	MKTK2JYH6CUTL3TMLQT4DJTT3TIDLGNK	12030905
拳皇98.exe	https://web.archive.org/web/20141126034202/http://x7.hunlang.com/xx2/%E6%8B%B3%E7%9A%8798.exe	application/octet-stream	PBXL6J5Y3FFIZPSA4OURVMS4BCNC435O	42990366
电精2.exe	https://web.archive.org/web/20150501072108/http://x7.hunlang.com/xx2/%E7%94%B5%E7%B2%BE2.exe	application/octet-stream	Z6EYV3M4XYX7RJTODBJWW5K56CSJXPRK	35723610
残恋csol单机版v1.1.rar	https://web.archive.org/web/20141125112612/http://z1.hunlang.com/12/%E6%AE%8B%E6%81%8Bcsol%E5%8D%95%E6%9C%BA%E7%89%88v1.1.rar	application/octet-stream	JULBGGKPUSRRIR7TMBERX7Q2P7UO5J27	14096354
大货车极限竞赛.rar	https://web.archive.org/web/20141125164449/http://z1.hunlang.com/20/%E5%A4%A7%E8%B4%A7%E8%BD%A6%E6%9E%81%E9%99%90%E7%AB%9E%E8%B5%9B.rar	application/octet-stream	62HWY3TAZPKNMUCQ4S4NIWBW7MS6AIZW	56497588
梦幻模拟战5.rar	https://web.archive.org/web/20150319143053/http://z1.hunlang.com/20/%E6%A2%A6%E5%B9%BB%E6%A8%A1%E6%8B%9F%E6%88%985.rar	application/octet-stream	L2I3EQX53GO7TPQ5K43S7KC7V4YYDRZW	10096066
植物精灵大战格格巫单机版.rar	https://web.archive.org/web/20150319194240/http://z1.hunlang.com/20/%E6%A4%8D%E7%89%A9%E7%B2%BE%E7%81%B5%E5%A4%A7%E6%88%98%E6%A0%BC%E6%A0%BC%E5%B7%AB%E5%8D%95%E6%9C%BA%E7%89%88.rar	application/octet-stream	Z4CM6PGY2WBR7G4RTCBN57VPIAGE3Z33	3024815
金庸群芳谱.rar	https://web.archive.org/web/20141125073651/http://z1.hunlang.com/20/%E9%87%91%E5%BA%B8%E7%BE%A4%E8%8A%B3%E8%B0%B1.rar	application/octet-stream	LDUQZUTJSGYWRXWVBCGCEXWEXAGVEVLP	14829701
雷神之锤3竞技场.rar	https://web.archive.org/web/20141124173520/http://z1.hunlang.com/20/%E9%9B%B7%E7%A5%9E%E4%B9%8B%E9%94%A43%E7%AB%9E%E6%8A%80%E5%9C%BA.rar	application/octet-stream	AMZQYNUIZR4QHYO6DWEB6HH3TW6O2XAM	247258300
CSO-breakthroughedition 增强版.rar	https://web.archive.org/web/20141125080056/http://z1.hunlang.com/20/CSO-breakthroughedition%20%E5%A2%9E%E5%BC%BA%E7%89%88.rar	application/octet-stream	FUJWRO655P5YQ22Q5DVSVT7W6ZYBILTV	15840269
中心医院第一季.rar	https://web.archive.org/web/20150406050500/http://z1.hunlang.com/201110/%E4%B8%AD%E5%BF%83%E5%8C%BB%E9%99%A2%E7%AC%AC%E4%B8%80%E5%AD%A3.rar	application/octet-stream	4XQYDJ472NODQDX35RVW5IFP7JFI325K	11113139
御龙物语.rar	https://web.archive.org/web/20150319152615/http://z1.hunlang.com/201111/%E5%BE%A1%E9%BE%99%E7%89%A9%E8%AF%AD.rar	application/octet-stream	UCB7LR73L5I5OVNVAP2SE43C4WP2K7Y4	53440671
御龙物语.rar	https://web.archive.org/web/20160306072036/http://z1.hunlang.com/201111/%e5%be%a1%e9%be%99%e7%89%a9%e8%af%ad.rar	application/octet-stream	QFREW56Y55VOXL23DE3SHOCTM3CACZTI	36936552
反恐精英1.6 魔兽版.rar	https://web.archive.org/web/20141124124515/http://z1.hunlang.com/201112/%E5%8F%8D%E6%81%90%E7%B2%BE%E8%8B%B11.6%20%E9%AD%94%E5%85%BD%E7%89%88.rar	application/octet-stream	4J4A4X2QI2H5IGXN2WIEWNLEEIVRDHUG	9221089
黄泉.rar	https://web.archive.org/web/20150319170439/http://z1.hunlang.com/201112/%E9%BB%84%E6%B3%89.rar	application/octet-stream	7BUDJNVGLUIXNRONYKQBOKG2PVOQAZJE	28386100
三国立志传.rar	https://web.archive.org/web/20150319131717/http://z1.hunlang.com/7/%E4%B8%89%E5%9B%BD%E7%AB%8B%E5%BF%97%E4%BC%A0.rar	application/octet-stream	X6JK7RDNSIZBNILDSXPPXIPINMIFKUZJ	13779469
三国立志传.rar	https://web.archive.org/web/20160306025318/http://z1.hunlang.com/7/%e4%b8%89%e5%9b%bd%e7%ab%8b%e5%bf%97%e4%bc%a0.rar	application/octet-stream	6F22NA674BZEVH72BSTQSC5SEAQBTK5Q	149346541
便利商店2.rar	https://web.archive.org/web/20150406185242/http://z1.hunlang.com/7/%E4%BE%BF%E5%88%A9%E5%95%86%E5%BA%972.rar	application/octet-stream	PA5MZGKDQV5M6L4ADJJ3BSDCJ4INZ3Z5	99299075
埃及祖玛.rar	https://web.archive.org/web/20141124074749/http://z1.hunlang.com/7/%E5%9F%83%E5%8F%8A%E7%A5%96%E7%8E%9B.rar	application/octet-stream	44RF6SOYAAYAARBVTN2UIVY5Q3BGODDK	6757731
埃及祖玛4之探索永恒.rar	https://web.archive.org/web/20160812133805/http://z1.hunlang.com/7/%E5%9F%83%E5%8F%8A%E7%A5%96%E7%8E%9B4%E4%B9%8B%E6%8E%A2%E7%B4%A2%E6%B0%B8%E6%81%92.rar	application/octet-stream	AWC27SH6BQLWRU2UIYZVY5AKV4ZPHA2O	101442361
天王.rar	https://web.archive.org/web/20141125155309/http://z1.hunlang.com/7/%E5%A4%A9%E7%8E%8B.rar	application/octet-stream	K4KTHD7VP3OQD3TTW5LFN4FIHJTH7ATQ	26650190
天蓝色Elexia.rar	https://web.archive.org/web/20150319132135/http://z1.hunlang.com/7/%E5%A4%A9%E8%93%9D%E8%89%B2Elexia.rar	application/octet-stream	IQH3C45MMROPXLCRFPTY3ECK6OF6ELBA	5698860
天蓝色elexia.rar	https://web.archive.org/web/20160306043029/http://z1.hunlang.com/7/%e5%a4%a9%e8%93%9d%e8%89%b2elexia.rar	application/octet-stream	MYH4HNMSS5OTS7I7MWEA7PSN4JLAVQYY	40888545
孤胆枪手之英雄回归.rar	https://web.archive.org/web/20150319132200/http://z1.hunlang.com/7/%E5%AD%A4%E8%83%86%E6%9E%AA%E6%89%8B%E4%B9%8B%E8%8B%B1%E9%9B%84%E5%9B%9E%E5%BD%92.rar	application/octet-stream	PQBKSCDYVG7HLWTUGAZRYUIV6Z43SX2K	7563718
小印CSOL V7.4 生化III 神器灭绝一切.rar	https://web.archive.org/web/20141125011353/http://z1.hunlang.com/7/%E5%B0%8F%E5%8D%B0CSOL%20V7.4%20%E7%94%9F%E5%8C%96III%20%E7%A5%9E%E5%99%A8%E7%81%AD%E7%BB%9D%E4%B8%80%E5%88%87.rar	application/octet-stream	FCTKPVOU6HM2EMYDTOXMH26NWAEUCHIQ	125033856
撕裂重罪.rar	https://web.archive.org/web/20141124180512/http://z1.hunlang.com/7/%E6%92%95%E8%A3%82%E9%87%8D%E7%BD%AA.rar	application/octet-stream	KFLE2WQA65G6OEFELTRWRRJETYRD56GU	205122936
杨家将.rar	https://web.archive.org/web/20141125123200/http://z1.hunlang.com/7/%E6%9D%A8%E5%AE%B6%E5%B0%86.rar	application/octet-stream	GEYY4SYDITF6JAOQST4SB6IR7HLB46CB	4326891
极乐大战.rar	https://web.archive.org/web/20150319205250/http://z1.hunlang.com/7/%E6%9E%81%E4%B9%90%E5%A4%A7%E6%88%98.rar	application/octet-stream	SBOTUHLAYU6IGLDWQR4WAZ6OQDFSG6WE	282253520
火影忍者格斗.rar	https://web.archive.org/web/20141126030253/http://z1.hunlang.com/7/%E7%81%AB%E5%BD%B1%E5%BF%8D%E8%80%85%E6%A0%BC%E6%96%97.rar	application/octet-stream	POKYBWRPRGSNUOZ3G57W3URSWDDBKAM4	37544205
烟枪.rar	https://web.archive.org/web/20150319194301/http://z1.hunlang.com/7/%E7%83%9F%E6%9E%AA.rar	application/octet-stream	IE2TAVTOZVH26ZOLZUG4KFU7J4VLKBII	341372955
烟枪.rar	https://web.archive.org/web/20160305211534/http://z1.hunlang.com/7/%e7%83%9f%e6%9e%aa.rar	application/octet-stream	PC7HX6ERGRYVUYVERMH5IYUTOSHXJEJ5	165171285
烹饪学院2.rar	https://web.archive.org/web/20150406083344/http://z1.hunlang.com/7/%E7%83%B9%E9%A5%AA%E5%AD%A6%E9%99%A22.rar	application/octet-stream	HZGJWFBW3ICV26AHKTBQ327FGUZ6AH2I	2496648
血战上海滩.rar	https://web.archive.org/web/20160812103440/http://z1.hunlang.com/7/%E8%A1%80%E6%88%98%E4%B8%8A%E6%B5%B7%E6%BB%A9.rar	application/octet-stream	Z6JGFGPDGXHYYGSJ2S5NVH6Y4LQI4Q6L	328650628
霸王阴功.rar	https://web.archive.org/web/20141126014722/http://z1.hunlang.com/7/%E9%9C%B8%E7%8E%8B%E9%98%B4%E5%8A%9F.rar	application/octet-stream	6L5FWAI3XYGU6P7D34NEXMCV3L6G6LHV	38706134
飞龙武士.rar	https://web.archive.org/web/20150319192925/http://z1.hunlang.com/7/%E9%A3%9E%E9%BE%99%E6%AD%A6%E5%A3%AB.rar	application/octet-stream	WZ6A7P2CZHE4T3ICD5H6WC7XNXAYGS6O	47670657
3D魂斗罗.rar	https://web.archive.org/web/20150319141016/http://z1.hunlang.com/7/3D%E9%AD%82%E6%96%97%E7%BD%97.rar	application/octet-stream	XXJM76XZUYDFC7BFNVF2R6MDP4OUQY2H	7043996
卡卡松.rar	https://web.archive.org/web/20141126020541/http://z1.hunlang.com/8/%E5%8D%A1%E5%8D%A1%E6%9D%BE.rar	application/octet-stream	CCF6QSIJNPRHZFO4AUO66P2DZM7IK23A	65123754
怪兽卡车.rar	https://web.archive.org/web/20150510100104/http://z1.hunlang.com/8/%E6%80%AA%E5%85%BD%E5%8D%A1%E8%BD%A6.rar	application/octet-stream	ZZXMIT2R65TDZZLCXCPNH3HZKUBZH4VG	8723674
极地赛车.rar	https://web.archive.org/web/20150319194952/http://z1.hunlang.com/8/%E6%9E%81%E5%9C%B0%E8%B5%9B%E8%BD%A6.rar	application/octet-stream	A73333O5EQWWVTOYNSHFVYXSPZ6V32HY	58106028
植物大战僵尸之金红贺岁版.rar	https://web.archive.org/web/20150319153948/http://z1.hunlang.com/8/%E6%A4%8D%E7%89%A9%E5%A4%A7%E6%88%98%E5%83%B5%E5%B0%B8%E4%B9%8B%E9%87%91%E7%BA%A2%E8%B4%BA%E5%B2%81%E7%89%88.rar	application/octet-stream	WQNXQVL5Y4ABCOYEZK3VHFQQNVR3E65N	40816228
植物大战僵尸食物版.rar	https://web.archive.org/web/20150319193757/http://z1.hunlang.com/8/%E6%A4%8D%E7%89%A9%E5%A4%A7%E6%88%98%E5%83%B5%E5%B0%B8%E9%A3%9F%E7%89%A9%E7%89%88.rar	application/octet-stream	R6KEFSRNRQNWPVXDOHBJGEKNL3VQUNAM	57143049
涡轮大卡车.rar	https://web.archive.org/web/20150319193400/http://z1.hunlang.com/8/%E6%B6%A1%E8%BD%AE%E5%A4%A7%E5%8D%A1%E8%BD%A6.rar	application/octet-stream	FEAPM33Z4RDZJXQFPAJIL6B2TX7XUZ27	40144054
玩具梦幻四驱车总动员.rar	https://web.archive.org/web/20150319150047/http://z1.hunlang.com/8/%E7%8E%A9%E5%85%B7%E6%A2%A6%E5%B9%BB%E5%9B%9B%E9%A9%B1%E8%BD%A6%E6%80%BB%E5%8A%A8%E5%91%98.rar	application/octet-stream	LCTOYWDEQBZNAZISWSEMMCWVI5N5UEGG	27248759
玩具梦幻四驱车总动员.rar	https://web.archive.org/web/20160305040511/http://z1.hunlang.com/8/%e7%8e%a9%e5%85%b7%e6%a2%a6%e5%b9%bb%e5%9b%9b%e9%a9%b1%e8%bd%a6%e6%80%bb%e5%8a%a8%e5%91%98.rar	application/octet-stream	64NBKAWWB4H25OWO32AVZHCDTJQRYJAW	54157399
英伦狂飙2激情版.rar	https://web.archive.org/web/20150319193614/http://z1.hunlang.com/8/%E8%8B%B1%E4%BC%A6%E7%8B%82%E9%A3%992%E6%BF%80%E6%83%85%E7%89%88.rar	application/octet-stream	XEVSRPGYUM4OMFFGDR7QII72EEIRJ3Y5	79602857
英伦狂飙2激情版.rar	https://web.archive.org/web/20160305062033/http://z1.hunlang.com/8/%e8%8b%b1%e4%bc%a6%e7%8b%82%e9%a3%992%e6%bf%80%e6%83%85%e7%89%88.rar	application/octet-stream	G542P3CZ5NILXHESTACHHC2WQ72U3X3W	73105709
英伦狂飙2.rar	https://web.archive.org/web/20150319134942/http://z1.hunlang.com/8/%E8%8B%B1%E4%BC%A6%E7%8B%82%E9%A3%992.rar	application/octet-stream	AXGEDVOWL6D3J74ZDN3WAGVIHJZOIRW3	9706190
街头死亡赛车.rar	https://web.archive.org/web/20150319194353/http://z1.hunlang.com/8/%E8%A1%97%E5%A4%B4%E6%AD%BB%E4%BA%A1%E8%B5%9B%E8%BD%A6.rar	application/octet-stream	Z7NFBHCUWBBUDFJZGGJODOTNMGKODMZ7	53235309
街头赛车大战.rar	https://web.archive.org/web/20150319152406/http://z1.hunlang.com/8/%E8%A1%97%E5%A4%B4%E8%B5%9B%E8%BD%A6%E5%A4%A7%E6%88%98.rar	application/octet-stream	4WUCHQIY5F7RZXBWY7QUNKRLYJ4EQBM5	53158470
口袋妖怪绿宝石7.0.rar	https://web.archive.org/web/20141124180358/http://z1.hunlang.com/hao/%E5%8F%A3%E8%A2%8B%E5%A6%96%E6%80%AA%E7%BB%BF%E5%AE%9D%E7%9F%B37.0.rar	application/octet-stream	S3PWCIWEL6GBLFGESPLAUZU43JTVGPZR	7307242
中华儿女.rar	https://web.archive.org/web/20150319193340/http://z1.hunlang.com/jieji/%E4%B8%AD%E5%8D%8E%E5%84%BF%E5%A5%B3.rar	application/octet-stream	IUYWCP2NZFTRZHHYE6I2B5MLR74EV5VM	14917268
侍魂1.rar	https://web.archive.org/web/20150501111256/http://z1.hunlang.com/jieji/%E4%BE%8D%E9%AD%821.rar	application/octet-stream	7FBZ522KOY3F7VHTCC5QSK3GEN3JV4AZ	9425807
异型对铁血战士.rar	https://web.archive.org/web/20141124144421/http://z1.hunlang.com/jieji/%E5%BC%82%E5%9E%8B%E5%AF%B9%E9%93%81%E8%A1%80%E6%88%98%E5%A3%AB.rar	application/octet-stream	KDRZS27K3PB76QJTUYSNEMARGSGKR3ZB	3679827
满贯财神.rar	https://web.archive.org/web/20150319165620/http://z1.hunlang.com/jieji/%E6%BB%A1%E8%B4%AF%E8%B4%A2%E7%A5%9E.rar	application/octet-stream	USEAIEI6CPVMRE2BGDMKVAJ7LNMDSZ7E	11990206
满贯财神.rar	https://web.archive.org/web/20160305034022/http://z1.hunlang.com/jieji/%e6%bb%a1%e8%b4%af%e8%b4%a2%e7%a5%9e.rar	application/octet-stream	J73QZ62QY2DYGOZ5QY7SQTNMPRCVPFXG	5960275
血腥暴风格斗.rar	https://web.archive.org/web/20150319163528/http://z1.hunlang.com/jieji/%E8%A1%80%E8%85%A5%E6%9A%B4%E9%A3%8E%E6%A0%BC%E6%96%97.rar	application/octet-stream	T2O5KZDLCCGIQL6HJ2MKE5EVXL2UYRFJ	22139834
